'Level of description','Identifier','Title','Date','Description','Format','Rights','Contributor','Collection identifier','Collection title','Published online?',MulMultiMediaRefLocal_1,URL
Sub-item,2008.0045.00652,"Northern Territory depots and personnel, 1938-1975 [2 of many]",1938-1975,Previous Control Number: ID 2005 Inscriptions: 5A,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9005,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00652
Sub-item,2008.0045.00653,"Northern Territory depots and personnel, 1938-1975 [3 of many]",1938-1975,Previous Control Number: ID 2005 Inscriptions: 10A,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9006,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00653
Sub-item,2008.0045.00654,"Northern Territory depots and personnel, 1938-1975 [4 of many]",1938-1975,Previous Control Number: ID 2005 Man painting tins. Inscriptions: 13A,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9007,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00654
Sub-item,2008.0045.00655,"Northern Territory depots and personnel, 1938-1975 [5 of many]",1938-1975,Previous Control Number: ID 2005 Back of truck with Shell logo on it. Inscriptions: 11A,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9008,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00655
Sub-item,2008.0045.00656,"Northern Territory depots and personnel, 1938-1975 [6 of many]",1938-1975,Previous Control Number: ID 2005 Man leaning at front of truck. Inscriptions: 15A,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9009,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00656
Sub-item,2008.0045.00657,Groote Eylandt and the Shell refuelling facility [1 of many],1938-1950,"Previous Control Number: ID 2006 Refuelling Brisbane from ""Photograph Album - HG Lucas"". Inscriptions: A824",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9010,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00657
Sub-item,2008.0045.00680,"Shell service stations, 1927-1965 [4 of many]",1927-1965,Previous Control Number: ID 3667 CN Shortland Shell Service Station. Inscriptions: SWW0262,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9298,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00680
Sub-item,2008.0045.00681,"Shell service stations, 1927-1965 [5 of many]",1927-1965,Previous Control Number: ID 3667 Shell service station with car at pump. Inscriptions: SWW0255,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9300,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00681
Sub-item,2008.0045.00683,"Shell service stations, 1927-1965 [7 of many]",1927-1965,Previous Control Number: ID 3667 Shell service station with rally car being worked on in background. Inscriptions: K8196,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9304,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00683
Sub-item,2008.0045.00684,"Shell service stations, 1927-1965 [8 of many]",1927-1965,Previous Control Number: ID 3667 pumps at a Shell service station. Inscriptions: SWW0099,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9306,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00684
Sub-item,2008.0045.00692,"Shell service stations, 1927-1965 [16 of many]",1927-1965,Previous Control Number: ID 3667 Shell service station,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9398,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00692
Sub-item,2008.0045.00707,"Shell service stations, 1927-1965 [31 of many]",1927-1965,Previous Control Number: ID 3667 Fred Wells Shell. Inscriptions: 2471-2,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9427,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00707
Sub-item,2008.0045.00719,Lubritoriums in service stations throughout Australia [7 of many],c.1948-1959,Previous Control Number: ID 3664 Inscriptions: Mechanic under car,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9450,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00719
Sub-item,2008.0045.00720,"Drivers from the Fitzroy Depot, with their horse drawn wagons [1 of many]",1913,Previous Control Number: ID 14 Inscriptions: Fitzroy Depot 1913,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9451,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00720
Sub-item,2008.0045.00731,Photographs of aviation refuelling and associated vehicles and equipment [10 of many],1928-1970,Previous Control Number: ID 1949,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9472,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00731
Sub-item,2008.0045.00732,Photographs of aviation refuelling and associated vehicles and equipment [11 of many],1928-1970,Previous Control Number: ID 1949,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9473,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00732
Sub-item,2008.0045.00733,Photographs of aviation refuelling and associated vehicles and equipment [12 of many],1928-1970,Previous Control Number: ID 1949,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9474,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00733
Sub-item,2008.0045.00734,Photographs of aviation refuelling and associated vehicles and equipment [13 of many],1928-1970,Previous Control Number: ID 1949,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9475,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00734
Sub-item,2008.0045.00735,Photographs of aviation refuelling and associated vehicles and equipment [14 of many],1928-1970,Previous Control Number: ID 1949 Inscriptions: 2490-1,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9476,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00735
Sub-item,2008.0045.00736,Photographs of aviation refuelling and associated vehicles and equipment [15 of many],1928-1970,Previous Control Number: ID 1949 Inscriptions: VH-EBO,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9477,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00736
Sub-item,2008.0045.00737,Photographs of aviation refuelling and associated vehicles and equipment [16 of many],1928-1970,Previous Control Number: ID 1949,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9478,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00737
Sub-item,2008.0045.00738,Photographs of aviation refuelling and associated vehicles and equipment [17 of many],1928-1970,Previous Control Number: ID 1949,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9479,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00738
Sub-item,2008.0045.00739,Photographs of aviation refuelling and associated vehicles and equipment [18 of many],1928-1970,Previous Control Number: ID 1949 Inscriptions: X3922/12,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9480,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00739
Sub-item,2008.0045.00740,Photographs of aviation refuelling and associated vehicles and equipment [19 of many],1928-1970,Previous Control Number: ID 1949 Inscriptions: X3922/10,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9481,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00740
Sub-item,2008.0045.00741,Photographs of aviation refuelling and associated vehicles and equipment [20 of many],1928-1970,Previous Control Number: ID 1949 Inscriptions: MA3383,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9482,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00741
Sub-item,2008.0045.00743,Photographs of aviation refuelling and associated vehicles and equipment [22 of many],1928-1970,Previous Control Number: ID 1949 Inscriptions: Colour - Military planes,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9485,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00743
Sub-item,2008.0045.00744,Photographs of aviation refuelling and associated vehicles and equipment [23 of many],1928-1970,Previous Control Number: ID 1949 Inscriptions: Colour - Military planes,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9486,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00744
Sub-item,2008.0045.00745,Photographs of aviation refuelling and associated vehicles and equipment [24 of many],1928-1970,Previous Control Number: ID 1949 Inscriptions: 3862,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9487,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00745
Sub-item,2008.0045.00747,Photographs of aviation refuelling and associated vehicles and equipment [26 of many],1928-1970,Previous Control Number: ID 1949 Inscriptions: V910,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9490,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00747
Sub-item,2008.0045.00755,"Photographs of motor sports events, vehicles and drivers [1 of many]",c.1920-1975,Previous Control Number: ID 1932 Inscriptions: WW76896,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9507,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00755
Sub-item,2008.0045.00756,"Photographs of motor sports events, vehicles and drivers [2 of many]",c.1920-1975,Previous Control Number: ID 1932 Inscriptions: Dick Johnson & John Bowe,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9508,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00756
Sub-item,2008.0045.00757,"Photographs of motor sports events, vehicles and drivers [3 of many]",c.1920-1975,Previous Control Number: ID 1932 Inscriptions: WW76885,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9509,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00757
Sub-item,2008.0045.00758,"Photographs of motor sports events, vehicles and drivers [4 of many]",c.1920-1975,Previous Control Number: ID 1932 Inscriptions: WW76886,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9510,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00758
Sub-item,2008.0045.00759,"Photographs of motor sports events, vehicles and drivers [5 of many]",c.1920-1975,Previous Control Number: ID 1932 Inscriptions: WW76888,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9511,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00759
Sub-item,2008.0045.00760,"Photographs of motor sports events, vehicles and drivers [6 of many]",c.1920-1975,Previous Control Number: ID 1932 Inscriptions: WW76889,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9512,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00760
Sub-item,2008.0045.00761,"Photographs of motor sports events, vehicles and drivers [7 of many]",c.1920-1975,Previous Control Number: ID 1932 Inscriptions: WW76892,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9513,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00761
Sub-item,2008.0045.00762,"Photographs of motor sports events, vehicles and drivers [8 of many]",c.1920-1975,Previous Control Number: ID 1932 Inscriptions: WW76883,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9514,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00762
Sub-item,2008.0045.00763,"Photographs of motor sports events, vehicles and drivers [9 of many]",c.1920-1975,Previous Control Number: ID 1932 Inscriptions: WW76881,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9515,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00763
Sub-item,2008.0045.00764,"Photographs of motor sports events, vehicles and drivers [10 of many]",c.1920-1975,Previous Control Number: ID 1932 Inscriptions: WW76879,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9516,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00764
Sub-item,2008.0045.00765,"Photographs of motor sports events, vehicles and drivers [11 of many]",c.1920-1975,Previous Control Number: ID 1932 Inscriptions: WW76887,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9517,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00765
Sub-item,2008.0045.00766,"Photographs of motor sports events, vehicles and drivers [12 of many]",c.1920-1975,Previous Control Number: ID 1932 Inscriptions: WW76891,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9518,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00766
Sub-item,2008.0045.00767,"Photographs of motor sports events, vehicles and drivers [13 of many]",c.1920-1975,Previous Control Number: ID 1932 Inscriptions: WW76891,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9519,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00767
Sub-item,2008.0045.00768,Aviation photographs [1 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: 75 110,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9520,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00768
Sub-item,2008.0045.00769,Aviation photographs [2 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: 75 97,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9521,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00769
Sub-item,2008.0045.00770,Aviation photographs [3 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: 75 141B,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9522,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00770
Sub-item,2008.0045.00771,Aviation photographs [4 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: 75 240B,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9523,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00771
Sub-item,2008.0045.00772,Aviation photographs [5 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: 75 243F,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9524,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00772
Sub-item,2008.0045.00775,Aviation photographs [8 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: sww0235,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9529,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00775
Sub-item,2008.0045.00776,Aviation photographs [9 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: 21916-3,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9530,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00776
Sub-item,2008.0045.00777,Aviation photographs [10 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: 23305-2,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9531,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00777
Sub-item,2008.0045.00782,Aviation photographs [15 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: 21859-3,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9540,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00782
Sub-item,2008.0045.00783,Aviation photographs [16 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: 21916-4,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9541,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00783
Sub-item,2008.0045.00784,Aviation photographs [17 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: 75 142D,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9542,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00784
Sub-item,2008.0045.00785,Aviation photographs [18 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: sww0240,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9543,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00785
Sub-item,2008.0045.00786,Aviation photographs [19 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: sww0222,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9544,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00786
Sub-item,2008.0045.00788,Aviation photographs [21 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: 392/ARC,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9547,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00788
Sub-item,2008.0045.00789,Aviation photographs [22 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: sww0224,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9548,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00789
Sub-item,2008.0045.00790,Aviation photographs [23 of many],1937-1950,Previous Control Number: ID 392 Inscriptions: 4233.2 [crossed out],,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9549,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00790
Sub-item,2008.0045.00791,Aviation photographs [24 of many],1937-1950,Previous Control Number: ID 392 Shell plane with Gold Shell label on front,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9550,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00791
Sub-item,2008.0045.00792,"Correspondence, photographs and memorabilia relating to the 50th anniversary celebrations of the first Melbourne - Sydney flight [1 of many]",Jul-64,Previous Control Number: ID 362 50th Anniversary 1914-64 First Air Mail in Australia Melbourne to Sydney [stamps],,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9551,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00792
Sub-item,2008.0045.00793,"Correspondence, photographs and memorabilia relating to the 50th anniversary celebrations of the first Melbourne - Sydney flight [2 of many]",16-Jul-64,Previous Control Number: ID 362 Envelope - first day cover with commemorative stamp.,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9552,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00793
